CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
"03135870";"LE RUISSEAU FOSSÉ TRAXIN A PONTPOINT 2";;673062;6911849;"26";"RGF93 / Lambert 93";"60508";"Pontpoint";"60";"Oise";"32";"Hauts-de-France";"HR216C-H2044000";"FRHR216C-H2044000";"ruisseau fosse traxin";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";;;;"2";"Station qualité située sur un cours d'eau";;2021-02-01;;2021-02-01;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03135940";"LA FRETTE A PONT-SAINTE-MAXENCE 2";;671203.84;6912609.8;"26";"RGF93 / Lambert 93";"60509";"Pont-Sainte-Maxence";"60";"Oise";"32";"Hauts-de-France";"HR216C-H2045000";"FRHR216C-H2045000";"la frette,";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2045000";"H2045000";"La Frette";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2017-08-17;;"Non renseignée";"M";"Station de mesure Manuelle";31;;;;
"03136000";"L'OISE A PONT-SAINTE-MAXENCE 2";;671205;6911549;"26";"RGF93 / Lambert 93";"60509";"Pont-Sainte-Maxence";"60";"Oise";"32";"Hauts-de-France";"HR216C";"FRHR216C";"L Oise du confluent de l Aisne  exclu  au confluent du Therain  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2040100";"H---0100";"L'Oise";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;"RCS";"Non renseignée";"M";"Station de mesure Manuelle";33;;;;
"03136580";"LE RHONY A ANGICOURT 1";;664413;6911842;"26";"RGF93 / Lambert 93";"60013";"Angicourt";"60";"Oise";"32";"Hauts-de-France";"HR216C-H2048000";"FRHR216C-H2048000";"ruisseau le rhony";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";;;;"2";"Station qualité située sur un cours d'eau";;2021-02-01;;2021-02-01;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03136600";"LE RHONY A RIEUX 1";;664889;6911248;"26";"RGF93 / Lambert 93";"60539";"Rieux";"60";"Oise";"32";"Hauts-de-France";"HR216C-H2048000";"FRHR216C-H2048000";"ruisseau le rhony";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2048000";"H2048000";"Le Rhony";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2017-09-05;;"Non renseignée";"M";"Station de mesure Manuelle";33;;;;
"03136840";"LE RU MACQUART A VERNEUIL-EN-HALATTE 1";;664913;6909118;"26";"RGF93 / Lambert 93";"60670";"Verneuil-en-Halatte";"60";"Oise";"32";"Hauts-de-France";"HR216C-H2049000";"FRHR216C-H2049000";"ru macquart";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2049000";"H2049000";"Ru Macquart";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2017-08-17;;"Non renseignée";"M";"Station de mesure Manuelle";30;;;;
"03137000";"L'OISE A CREIL 1";;661704;6907052;"26";"RGF93 / Lambert 93";"60175";"Creil";"60";"Oise";"32";"Hauts-de-France";"HR216C";"FRHR216C";"L Oise du confluent de l Aisne  exclu  au confluent du Therain  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2080100";"H---0100";"L'Oise";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";28;;;;
"03137290";"L'OISE A SAINT-LEU-D'ESSERENT 1";;657959;6901692;"26";"RGF93 / Lambert 93";"60584";"Saint-Leu-d'Esserent";"60";"Oise";"32";"Hauts-de-France";"HR216A";"FRHR216A";"L Oise du confluent du Therain  exclu  au confluent de l Esches  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2200100";"H---0100";"L'Oise";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";27;;;;
"03137402";"L'OISE A SAINT-LEU-D'ESSERENT 2";;656092;6900694;"26";"RGF93 / Lambert 93";"60584";"Saint-Leu-d'Esserent";"60";"Oise";"32";"Hauts-de-France";;;;;;;;;;;;"2";"Station qualité située sur un cours d'eau";;2009-01-19;;2009-01-19;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03137623";"LA BATARDE A PONTARME 1";;666382.08;6894629.37;"26";"RGF93 / Lambert 93";"60505";"Pontarmé";"60";"Oise";"32";"Hauts-de-France";"HR227-H2242000";"FRHR227-H2242000";"ruisseau de la batarde";"FRH_IF";"Ile de France";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2242000";;;"2";"Station qualité située sur un cours d'eau";;2012-11-26;;2023-03-22;;"Non renseignée";"M";"Station de mesure Manuelle";56;;;;
"03137906";"LA DÉRIVATION DE BORAN A BORAN-SUR-OISE 1";;653249;6894639;"26";"RGF93 / Lambert 93";"60086";"Boran-sur-Oise";"60";"Oise";"32";"Hauts-de-France";;;;;;;;;;;;"2";"Station qualité située sur un cours d'eau";;2006-03-27;;2006-03-27;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03138390";"L'ESCHES A BORNEL 1";;641921;6900333;"26";"RGF93 / Lambert 93";"60088";"Bornel";"60";"Oise";"32";"Hauts-de-France";"HR216B";"FRHR216B";"L Esches de sa source au confluent de l Oise  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2258000";"H2258000";"L'Esches";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;"RCS";"Non renseignée";"M";"Station de mesure Manuelle";49;;;;
"03138410";"LA GOBETTE A BORNEL 1";;643579;6900804;"26";"RGF93 / Lambert 93";"60088";"Bornel";"60";"Oise";"32";"Hauts-de-France";"HR216B-H2258500";"FRHR216B-H2258500";"ruisseau la gobette";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2258500";"H2258500";"La Gobette";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2013-02-28;;"Non renseignée";"M";"Station de mesure Manuelle";53;;;;
"03140318";"LE RUISSEAU D'ARNOYE A LAVILLETERTRE 2";;623591.02;6898678.23;"26";"RGF93 / Lambert 93";"60356";"Lavilletertre";"60";"Oise";"32";"Hauts-de-France";"HR229-H2282000";"FRHR229-H2282000";"ruisseau d arnoye";"FRH_IF";"Ile de France";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2282000";;;"2";"Station qualité située sur un cours d'eau";;2014-09-15;;2024-04-22;;"Non renseignée";"M";"Station de mesure Manuelle";70;;;;
"03140320";"LE RUISSEAU D'ARNOYE A LAVILLETERTRE 1";;622899.85;6898063.1;"26";"RGF93 / Lambert 93";"60356";"Lavilletertre";"60";"Oise";"32";"Hauts-de-France";"HR229-H2282000";"FRHR229-H2282000";"ruisseau d arnoye";"FRH_IF";"Ile de France";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2282000";;;"2";"Station qualité située sur un cours d'eau";;2012-08-22;;2015-04-02;;"Non renseignée";"M";"Station de mesure Manuelle";70;;;;
"03154745";"LE RU DE BOURBOUT A COURTIEUX 1";;706660.84;6921436.57;"26";"RGF93 / Lambert 93";"60171";"Courtieux";"60";"Oise";"32";"Hauts-de-France";"HR211-H1660750";"FRHR211-H1660750";"ru de bourbout";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1660750";;;"2";"Station qualité située sur un cours d'eau";;2012-07-23;;2016-08-11;;"Non renseignée";"M";"Station de mesure Manuelle";41;;;;
"03154840";"LE BITRY A BITRY 1";;706059.76;6923543.52;"26";"RGF93 / Lambert 93";"60072";"Bitry";"60";"Oise";"32";"Hauts-de-France";"HR211-H1662000";"FRHR211-H1662000";"ru de bitry";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1662000";;;"2";"Station qualité située sur un cours d'eau";;2013-02-15;;2015-08-26;;"Non renseignée";"M";"Station de mesure Manuelle";46;;;;
"03155000";"L'AISNE A ATTICHY 1";;703600;6923010;"26";"RGF93 / Lambert 93";"60025";"Attichy";"60";"Oise";"32";"Hauts-de-France";;;;;;;;;"H1660200";;;"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03155040";"LE RU DE MILLEVILLE A ATTICHY 1";;703192;6924268;"26";"RGF93 / Lambert 93";"60025";"Attichy";"60";"Oise";"32";"Hauts-de-France";"HR211-H1662100";"FRHR211-H1662100";"ru de milleville";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1662100";"H1662100";"Ru de Milleville";"2";"Station qualité située sur un cours d'eau";;2008-05-14;;2013-06-26;;"Non renseignée";"M";"Station de mesure Manuelle";55;;;;
"03155345";"LE RU DE VANDY A CUISE-LA-MOTTE 1";;700169;6922917;"26";"RGF93 / Lambert 93";"60188";"Cuise-la-Motte";"60";"Oise";"32";"Hauts-de-France";"HR215";"FRHR215";"le ru de Vandy de sa source au confluent de l Aisne  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1670600";"H1670600";"Ru de Vandy";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";36;;;;
"03155470";"L'AISNE A TROSLY-BREUIL 1";;697113;6923230;"26";"RGF93 / Lambert 93";"60647";"Trosly-Breuil";"60";"Oise";"32";"Hauts-de-France";"HR211";"FRHR211";"L Aisne du confluent de la Vesle  exclu  au confluent de l Oise  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1680200";"H1--0200";"L'Aisne";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";35;;;;
"03155600";"LE FOURCHON A RETHONDES 1";;696226;6924327;"26";"RGF93 / Lambert 93";"60534";"Rethondes";"60";"Oise";"32";"Hauts-de-France";"HR211-H1683000";"FRHR211-H1683000";"ruisseau le fourchon";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1683000";"H1683000";"Le Fourchon";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2016-08-11;;"Non renseignée";"M";"Station de mesure Manuelle";37;;;;
"03155725";"LE RU DE BERNE A PIERREFONDS 1";;697705;6918898;"26";"RGF93 / Lambert 93";"60491";"Pierrefonds";"60";"Oise";"32";"Hauts-de-France";"HR211-H1684000";"FRHR211-H1684000";"ru de berne";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1684000";;;"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2024-04-25;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03155792";"LE RU DE BERNE A VIEUX-MOULIN 2";;695088;6921719;"26";"RGF93 / Lambert 93";"60674";"Vieux-Moulin";"60";"Oise";"32";"Hauts-de-France";"HR211-H1684000";"FRHR211-H1684000";"ru de berne";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1684000";;;"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2024-04-26;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03155798";"LE RU DE BERNE A VIEUX-MOULIN 4";;693935;6922665;"26";"RGF93 / Lambert 93";"60674";"Vieux-Moulin";"60";"Oise";"32";"Hauts-de-France";"HR211-H1684000";"FRHR211-H1684000";"ru de berne";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1684000";;;"2";"Station qualité située sur un cours d'eau";;2021-02-01;;2024-05-10;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03156000";"L'AISNE A CHOISY-AU-BAC 1";;691037;6926308;"26";"RGF93 / Lambert 93";"60151";"Choisy-au-Bac";"60";"Oise";"32";"Hauts-de-France";"HR211";"FRHR211";"L Aisne du confluent de la Vesle  exclu  au confluent de l Oise  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H1680200";"H1--0200";"L'Aisne";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;"RCS";"Non renseignée";"M";"Station de mesure Manuelle";34;;;;
"03162150";"LA BRÈCHE A ESSUILES 1";;648685;6932906;"26";"RGF93 / Lambert 93";"60222";"Essuiles";"60";"Oise";"32";"Hauts-de-France";;;;;;;;;"H2050420";;;"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2023-03-22;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03162240";"LA BRÈCHE A ETOUY 1";;653328;6924138;"26";"RGF93 / Lambert 93";"60225";"Étouy";"60";"Oise";"32";"Hauts-de-France";"HR218";"FRHR218";"la Breche de sa source au confluent de l Arre  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2050420";"H20-0420";"La Breche";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2023-03-22;"RCS";"Non renseignée";"M";"Station de mesure Manuelle";83;;;;
"03162325";"L'ARRE A VALESCOURT 1";;659415;6931731;"26";"RGF93 / Lambert 93";"60653";"Valescourt";"60";"Oise";"32";"Hauts-de-France";"HR219";"FRHR219";"L Arre de sa source au confluent de la Breche  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2060600";"H2060600";"L'Arre";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";84;;;;
"03162365";"L'ARRE A AIRION 1";;657524;6925159;"26";"RGF93 / Lambert 93";"60008";"Airion";"60";"Oise";"32";"Hauts-de-France";"HR219";"FRHR219";"L Arre de sa source au confluent de la Breche  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2060600";"H2060600";"L'Arre";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";60;;;;
"03162430";"LE RU DE LA GARDE A CLERMONT 1";;658204;6920679;"26";"RGF93 / Lambert 93";"60157";"Clermont";"60";"Oise";"32";"Hauts-de-France";"HR220-H2071000";"FRHR220-H2071000";"ru de la garde";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2071000";"H2071000";"Ru de la Garde";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2023-03-22;;"Non renseignée";"M";"Station de mesure Manuelle";61;;;;
"03162700";"LA BERONNELLE A BREUIL-LE-SEC 3";;659733;6918446;"26";"RGF93 / Lambert 93";"60106";"Breuil-le-Sec";"60";"Oise";"32";"Hauts-de-France";"HR220-H2073000";"FRHR220-H2073000";"ruisseau la beronnelle";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";;;;"2";"Station qualité située sur un cours d'eau";;2021-02-02;;2023-03-22;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03162900";"LA BERONNELLE A LIANCOURT 1";;660458;6914723;"26";"RGF93 / Lambert 93";"60360";"Liancourt";"60";"Oise";"32";"Hauts-de-France";"HR220-H2073000";"FRHR220-H2073000";"ruisseau la beronnelle";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2073000";"H2073000";"La Beronnelle";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2023-03-22;;"Non renseignée";"M";"Station de mesure Manuelle";42;;;;
"03162990";"LA BERONNELLE A MOGNEVILLE 1";;660969.49;6912858.91;"26";"RGF93 / Lambert 93";"60404";"Mogneville";"60";"Oise";"32";"Hauts-de-France";;;;;;;;;"H2073000";;;"2";"Station qualité située sur un cours d'eau";;2012-07-26;;2023-03-22;;"Non renseignée";"M";"Station de mesure Manuelle";41;;;;
"03163000";"LA BRÈCHE A RANTIGNY 1";;659946;6913933;"26";"RGF93 / Lambert 93";"60524";"Rantigny";"60";"Oise";"32";"Hauts-de-France";"HR220";"FRHR220";"la Breche du confluent de l Arre  exclu  au confluent de l Oise  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2070420";"H20-0420";"La Breche";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2023-03-22;;"Non renseignée";"M";"Station de mesure Manuelle";44;;;;
"03163300";"LE THERAIN A HERICOURT-SUR-THERAIN 2";;610167;6943184;"26";"RGF93 / Lambert 93";"60312";"Héricourt-sur-Thérain";"60";"Oise";"32";"Hauts-de-France";"HR221";"FRHR221";"le Therain de sa source au confluent du Petit Therain  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2100400";"H21-0400";"Le Therain";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";142;;;;
"03163400";"LE THERAIN A SONGEONS 1";;615289;6939458;"26";"RGF93 / Lambert 93";"60623";"Songeons";"60";"Oise";"32";"Hauts-de-France";"HR221";"FRHR221";"le Therain de sa source au confluent du Petit Therain  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2100400";"H21-0400";"Le Therain";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";135;;;;
"03163742";"LE RU DE L'HERBOVAL A MARSEILLE-EN-BEAUVAISIS 1";;624450;6942667;"26";"RGF93 / Lambert 93";"60387";"Marseille-en-Beauvaisis";"60";"Oise";"32";"Hauts-de-France";"HR222-H2112000";"FRHR222-H2112000";"ru de l herboval";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2112000";"H2112000";"Ru de l'Herboval";"2";"Station qualité située sur un cours d'eau";;2009-11-18;;2013-03-21;;"Non renseignée";"M";"Station de mesure Manuelle";116;;;;
"03163750";"LE PETIT THÉRAIN A ACHY 1";;626305;6939068;"26";"RGF93 / Lambert 93";"60004";"Achy";"60";"Oise";"32";"Hauts-de-France";"HR222";"FRHR222";"le Petit Therain de sa source au confluent du Therain  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2110600";"H2110600";"Le Petit Therain";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;"RCS";"Non renseignée";"M";"Station de mesure Manuelle";96;;;;
"03163805";"LE RUISSEAU DE L'HERPERIE A SAINT-OMER-EN-CHAUSSEE 1";;627668;6937640;"26";"RGF93 / Lambert 93";"60590";"Saint-Omer-en-Chaussée";"60";"Oise";"32";"Hauts-de-France";"HR222-H2114000";"FRHR222-H2114000";"ruisseau de l herperie";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2114000";"H2114000";"Ruisseau de l'Herperie";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2013-03-21;;"Non renseignée";"M";"Station de mesure Manuelle";95;;;;
"03163820";"LE PETIT THÉRAIN A SAINT-OMER-EN-CHAUSSEE 2";;627511;6937014;"26";"RGF93 / Lambert 93";"60590";"Saint-Omer-en-Chaussée";"60";"Oise";"32";"Hauts-de-France";;;;;;;;;"H2110600";;;"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";0;;;;
"03164130";"LA LIOVETTE A BEAUVAIS 1";;633467.36;6928754.78;"26";"RGF93 / Lambert 93";"60057";"Beauvais";"60";"Oise";"32";"Hauts-de-France";"HR223-H2126000";"FRHR223-H2126000";"liovette, la";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2126000";;;"2";"Station qualité située sur un cours d'eau";;2012-07-24;;2013-03-01;;"Non renseignée";"M";"Station de mesure Manuelle";79;;;;
"03164178";"LE RU DES MARTAUDES A ONS-EN-BRAY 1";;622837;6926201;"26";"RGF93 / Lambert 93";"60477";"Ons-en-Bray";"60";"Oise";"32";"Hauts-de-France";"HR224-H2134000";"FRHR224-H2134000";"ru des martaudes";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2134000";"H2134000";"Ru des Martaudes";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2013-03-01;;"Non renseignée";"M";"Station de mesure Manuelle";82;;;;
"03164180";"L'AVELON A LACHAPELLE-AUX-POTS 1";;622846;6926396;"26";"RGF93 / Lambert 93";"60333";"Lachapelle-aux-Pots";"60";"Oise";"32";"Hauts-de-France";"HR224";"FRHR224";"L Avelon de sa source au confluent du Therain  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2130600";"H2130600";"L'Avelon";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;"RCS";"Non renseignée";"M";"Station de mesure Manuelle";81;;;;
"03164184";"LE RUISSEAU DES RAQUES A BLACOURT 1";;618334;6928288;"26";"RGF93 / Lambert 93";"60073";"Blacourt";"60";"Oise";"32";"Hauts-de-France";"HR224-H2131000";"FRHR224-H2131000";"ruisseau des raques";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2131000";"H2131000";"Ruisseau des Raques";"2";"Station qualité située sur un cours d'eau";;2009-11-18;;2013-03-21;;"Non renseignée";"M";"Station de mesure Manuelle";95;;;;
"03164218";"LE RUISSEAU DU MOULINET A RAINVILLERS 1";;627800;6924623;"26";"RGF93 / Lambert 93";"60523";"Rainvillers";"60";"Oise";"32";"Hauts-de-France";"HR224-H2138000";"FRHR224-H2138000";"ruisseau du moulinet";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2138000";"H2138000";"Ruisseau du Moulinet";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2013-03-01;;"Non renseignée";"M";"Station de mesure Manuelle";76;;;;
"03164250";"LE RU D'AUNEUIL A RAINVILLERS 1";;628050;6923060;"26";"RGF93 / Lambert 93";"60523";"Rainvillers";"60";"Oise";"32";"Hauts-de-France";"HR224-H2139000";"FRHR224-H2139000";"ru  d auneuil";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2139000";"H2139000";"Ru d'Auneuil";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2013-03-21;;"Non renseignée";"M";"Station de mesure Manuelle";82;;;;
"03164285";"L'AVELON A GOINCOURT 1";;630266;6925228;"26";"RGF93 / Lambert 93";"60277";"Goincourt";"60";"Oise";"32";"Hauts-de-France";"HR224";"FRHR224";"L Avelon de sa source au confluent du Therain  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2130600";"H2130600";"L'Avelon";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";72;;;;
"03164330";"LE THERAIN A BEAUVAIS 1";;631896;6928966;"26";"RGF93 / Lambert 93";"60057";"Beauvais";"60";"Oise";"32";"Hauts-de-France";"HR223";"FRHR223";"le Therain du confluent du Petit Therain  exclu  au confluent de l Avelon  exclu";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2120400";"H21-0400";"Le Therain";"2";"Station qualité située sur un cours d'eau";;2010-03-08;;2010-03-08;;"Non renseignée";"M";"Station de mesure Manuelle";66;;;;
"03164714";"LE RU DE BERNEUIL A ALLONNE 2";;634486;6922515;"26";"RGF93 / Lambert 93";"60009";"Allonne";"60";"Oise";"32";"Hauts-de-France";"HR225-H2142000";"FRHR225-H2142000";"ru de berneuil";"FRH_OISE";"Oise";"H";"FRH";"La Seine et les cours d'eau côtiers normands";"H2142000";"H2142000";"Ru de Berneuil";"2";"Station qualité située sur un cours d'eau";;2009-11-18;;2014-07-07;;"Non renseignée";"M";"Station de mesure Manuelle";83;;;;
